code,candleDateTime,candleDateTimeKst,openingPrice,highPrice,lowPrice,tradePrice,candleAccTradeVolume,candleAccTradePrice,timestamp,prevClosingPrice,change,changePrice,signedChangePrice,changeRate,signedChangeRate,
CRIX.UPBIT.KRW-STEEM,2018-09-20T00:00:00+00:00,2018-09-20T09:00:00+09:00,897.0,930.0,878.0,930.0,583710.33638756,523489364.29482186,1537401600000,898.0,RISE,32.0,32.0,0.0356347439,0.0356347439,
CRIX.UPBIT.KRW-STEEM,2018-09-19T00:00:00+00:00,2018-09-19T09:00:00+09:00,925.0,955.0,860.0,898.0,1357101.59942161,1227287417.2691653,1537401590174,925.0,FALL,27.0,-27.0,0.0291891892,-0.0291891892,
CRIX.UPBIT.KRW-STEEM,2018-09-18T00:00:00+00:00,2018-09-18T09:00:00+09:00,807.0,1025.0,795.0,925.0,5759596.81407756,5440777593.146676,1537228800000,807.0,RISE,118.0,118.0,0.14622057,0.14622057,
CRIX.UPBIT.KRW-STEEM,2018-09-17T00:00:00+00:00,2018-09-17T09:00:00+09:00,857.0,880.0,800.0,807.0,700547.32601448,592695450.563203,1537142400000,857.0,FALL,50.0,-50.0,0.0583430572,-0.0583430572,
CRIX.UPBIT.KRW-STEEM,2018-09-16T00:00:00+00:00,2018-09-16T09:00:00+09:00,823.0,890.0,800.0,857.0,633243.68045436,536910301.0914006,1537142393301,823.0,RISE,34.0,34.0,0.0413122722,0.0413122722,
CRIX.UPBIT.KRW-STEEM,2018-09-15T00:00:00+00:00,2018-09-15T09:00:00+09:00,812.0,844.0,804.0,823.0,187233.55042377,153605458.84738383,1537055933239,812.0,RISE,11.0,11.0,0.013546798,0.013546798,
CRIX.UPBIT.KRW-STEEM,2018-09-14T00:00:00+00:00,2018-09-14T09:00:00+09:00,833.0,844.0,783.0,812.0,310552.80326448,253150716.0382824,1536883200000,834.0,FALL,22.0,-22.0,0.0263788969,-0.0263788969,
CRIX.UPBIT.KRW-STEEM,2018-09-13T00:00:00+00:00,2018-09-13T09:00:00+09:00,797.0,862.0,795.0,834.0,169448.76887741,139905248.83573455,1536883189977,797.0,RISE,37.0,37.0,0.0464240903,0.0464240903,
CRIX.UPBIT.KRW-STEEM,2018-09-12T00:00:00+00:00,2018-09-12T09:00:00+09:00,827.0,837.0,758.0,797.0,207865.63274511,163453802.18435463,1536710400000,827.0,FALL,30.0,-30.0,0.0362756953,-0.0362756953,
CRIX.UPBIT.KRW-STEEM,2018-09-11T00:00:00+00:00,2018-09-11T09:00:00+09:00,879.0,890.0,815.0,827.0,167690.33797901,142308020.65074223,1536624000000,873.0,FALL,46.0,-46.0,0.0526918671,-0.0526918671,
CRIX.UPBIT.KRW-STEEM,2018-09-10T00:00:00+00:00,2018-09-10T09:00:00+09:00,885.0,923.0,866.0,873.0,150968.33502859,135267521.23817468,1536537600000,885.0,FALL,12.0,-12.0,0.013559322,-0.013559322,
CRIX.UPBIT.KRW-STEEM,2018-09-09T00:00:00+00:00,2018-09-09T09:00:00+09:00,899.0,928.0,870.0,885.0,183419.52910319,164232937.42702374,1536451200000,899.0,FALL,14.0,-14.0,0.0155728587,-0.0155728587,
CRIX.UPBIT.KRW-STEEM,2018-09-08T00:00:00+00:00,2018-09-08T09:00:00+09:00,949.0,960.0,870.0,899.0,165111.31675805,152719320.63857925,1536364800000,938.0,FALL,39.0,-39.0,0.0415778252,-0.0415778252,
CRIX.UPBIT.KRW-STEEM,2018-09-07T00:00:00+00:00,2018-09-07T09:00:00+09:00,982.0,1000.0,925.0,938.0,112521.19239814,108844518.91205345,1536278400000,981.0,FALL,43.0,-43.0,0.0438328236,-0.0438328236,
CRIX.UPBIT.KRW-STEEM,2018-09-06T00:00:00+00:00,2018-09-06T09:00:00+09:00,967.0,985.0,884.0,981.0,229700.2688839,214927847.54324636,1536192000000,967.0,RISE,14.0,14.0,0.0144777663,0.0144777663,
CRIX.UPBIT.KRW-STEEM,2018-09-05T00:00:00+00:00,2018-09-05T09:00:00+09:00,1145.0,1165.0,965.0,967.0,522909.15957119,553345140.2453969,1536105600000,1150.0,FALL,183.0,-183.0,0.1591304348,-0.1591304348,
CRIX.UPBIT.KRW-STEEM,2018-09-04T00:00:00+00:00,2018-09-04T09:00:00+09:00,1095.0,1175.0,1095.0,1150.0,481326.03304262,547287334.2916692,1536019200000,1090.0,RISE,60.0,60.0,0.0550458716,0.0550458716,
CRIX.UPBIT.KRW-STEEM,2018-09-03T00:00:00+00:00,2018-09-03T09:00:00+09:00,1110.0,1120.0,1065.0,1090.0,197700.07512339,215735004.15932834,1535932800000,1115.0,FALL,25.0,-25.0,0.0224215247,-0.0224215247,
CRIX.UPBIT.KRW-STEEM,2018-09-02T00:00:00+00:00,2018-09-02T09:00:00+09:00,1095.0,1155.0,1070.0,1115.0,481422.5633581,537388378.7281129,1535846400000,1095.0,RISE,20.0,20.0,0.0182648402,0.0182648402,
CRIX.UPBIT.KRW-STEEM,2018-09-01T00:00:00+00:00,2018-09-01T09:00:00+09:00,1060.0,1125.0,1055.0,1095.0,366268.76210971,395458769.3245397,1535760000000,1060.0,RISE,35.0,35.0,0.0330188679,0.0330188679,
CRIX.UPBIT.KRW-STEEM,2018-08-31T00:00:00+00:00,2018-08-31T09:00:00+09:00,1040.0,1075.0,1015.0,1060.0,239329.04414289,250581434.36453205,1535759790301,1040.0,RISE,20.0,20.0,0.0192307692,0.0192307692,
CRIX.UPBIT.KRW-STEEM,2018-08-30T00:00:00+00:00,2018-08-30T09:00:00+09:00,1075.0,1090.0,1000.0,1040.0,262558.25404658,274207722.1211889,1535673484637,1075.0,FALL,35.0,-35.0,0.0325581395,-0.0325581395,
CRIX.UPBIT.KRW-STEEM,2018-08-29T00:00:00+00:00,2018-08-29T09:00:00+09:00,1110.0,1130.0,1055.0,1075.0,413353.07746185,450941608.4779689,1535500800000,1110.0,FALL,35.0,-35.0,0.0315315315,-0.0315315315,
CRIX.UPBIT.KRW-STEEM,2018-08-28T00:00:00+00:00,2018-08-28T09:00:00+09:00,1065.0,1140.0,1045.0,1110.0,515710.07772745,560381467.9308048,1535500764350,1065.0,RISE,45.0,45.0,0.0422535211,0.0422535211,
